pixel_index | owner_id | color | link
9425 | 15cf50ff-b213-4b0e-9701-d1f90f1bfd72 | 11412285 | None
9103 | f2ddad3b-a1e6-4523-a1f5-250e2377678d | 0 | None
4450 | daf24816-8826-40e9-8ef5-ef27b3c32b4d | 16643775 | None
1443 | 19342523-65aa-45b7-a94c-bcc534040a26 | 4472506 | None
4284 | 63de1c82-1850-468e-9603-048e5628876f | 6426652 | None
6169 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 16034363 | None
4141 | 2b3c6417-6a60-48cf-a8dc-405223a755b7 | 15356967 | https://youtube.com/@levraigabin
5457 | 014054d2-f0cd-4607-a399-15bcddb287c3 | 0 | None
7410 | b67d5f3b-e601-4eb0-b6ca-d6bc16551f62 | 11412285 | None
2353 | 23eab1e1-448a-4949-9f3e-b8b4dc325c3b | 16034363 | None
5125 | c71b1c86-e6ae-4228-96b9-66eaec699259 | 11412285 | None
9008 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
2249 | 183e1685-33db-43f0-ad14-366c9767bc8e | 11412285 | None
6253 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 15356967 | None
4146 | 4af7f55d-d958-4edf-a251-0ce4a0afd035 | 16034363 | None
3095 | 337eed37-103a-4ec8-b089-97ee0bc576ea | 7744408 | None
2736 | 44f9eacf-729c-481a-9fa5-d65f36ff669e | 11412285 | None
5336 | c0ca360f-b2b8-494a-bdf9-124ba63817ce | 5148899 | None
7150 | a94b5b03-2553-4a7f-8c41-46d0c49eacbd | 0 | None
7738 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 11412285 | None
526 | 42c0f2da-be8f-40a2-aaaf-2ca7709b9440 | 6426652 | None
6468 | fbca5def-ba0b-4703-9996-231c724c83df | 16034363 | https://www.youtube.com/channel/UCtoWWWtfBs5Xi5HklSwkyxg
5151 | e7f88176-45c1-4ce5-95e6-ec7fcb4942ae | 4759660 | https://www.youtube.com/channel/UCD4AVx9Qoc0bYtsHuJoSoQQ
5647 | 16ed5528-5830-4c06-867f-04da3f9dc8db | 16034363 | None
9009 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
4143 | 2b3c6417-6a60-48cf-a8dc-405223a755b7 | 16034363 | https://youtube.com/@levraigabin
2252 | 23eab1e1-448a-4949-9f3e-b8b4dc325c3b | 11412285 | None
9325 | 15cf50ff-b213-4b0e-9701-d1f90f1bfd72 | 11412285 | None
5455 | 014054d2-f0cd-4607-a399-15bcddb287c3 | 0 | None
2226 | f909d43a-d98b-4050-bbe0-793c8435433e | 0 | None
7310 | b67d5f3b-e601-4eb0-b6ca-d6bc16551f62 | 11412285 | None
5153 | e7f88176-45c1-4ce5-95e6-ec7fcb4942ae | 4759660 | https://www.youtube.com/channel/UCD4AVx9Qoc0bYtsHuJoSoQQ
2349 | 183e1685-33db-43f0-ad14-366c9767bc8e | 11412285 | None
6405 | 5576b3ac-7b22-4992-8d85-bb9b56f812cf | 4472506 | None
8440 | ccc69fe4-fac7-45be-9583-9418ea227e64 | 9792051 | None
4145 | 4af7f55d-d958-4edf-a251-0ce4a0afd035 | 16034363 | None
9999 | c2474061-e03e-4750-9efe-ef2b574a0bb1 | 0 | None
5449 | e7f88176-45c1-4ce5-95e6-ec7fcb4942ae | 4759660 | https://www.youtube.com/channel/UCD4AVx9Qoc0bYtsHuJoSoQQ
1445 | 19342523-65aa-45b7-a94c-bcc534040a26 | 11412285 | None
8556 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 11412285 | None
2637 | 44f9eacf-729c-481a-9fa5-d65f36ff669e | 11412285 | None
2947 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 11412285 | None
2666 | 48bd1d2a-915c-40fa-a9f4-97cf1980f9cd | 6426652 | https://https://doctilia-doctor-demo.vercel.app/dashboard
9010 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
3526 | 3607536d-adbf-4e86-a5a6-d4b889f29489 | 6426652 | None
4245 | 4af7f55d-d958-4edf-a251-0ce4a0afd035 | 16034363 | None
9104 | f2ddad3b-a1e6-4523-a1f5-250e2377678d | 0 | None
2352 | 23eab1e1-448a-4949-9f3e-b8b4dc325c3b | 6426652 | None
625 | 42c0f2da-be8f-40a2-aaaf-2ca7709b9440 | 6426652 | None
4439 | 2b3c6417-6a60-48cf-a8dc-405223a755b7 | 11412285 | https://youtube.com/@levraigabin
9225 | 15cf50ff-b213-4b0e-9701-d1f90f1bfd72 | 11412285 | None
7311 | b67d5f3b-e601-4eb0-b6ca-d6bc16551f62 | 11412285 | None
8035 | c3772de7-7f5e-4f58-a0bf-cc2141497274 | 15356967 | None
3885 | 037010b4-6782-4636-9669-7ec46d1e709a | 2970013 | None
3106 | 3167d538-a6f3-41e7-a013-51b4ecb8e674 | 0 | None
5335 | c0ca360f-b2b8-494a-bdf9-124ba63817ce | 6710005 | None
2224 | f909d43a-d98b-4050-bbe0-793c8435433e | 0 | None
9111 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
2738 | 44f9eacf-729c-481a-9fa5-d65f36ff669e | 11412285 | None
2847 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 11412285 | None
6959 | 7d3789fc-1a20-407b-904e-1c6ffbdf3931 | 0 | None
7250 | a94b5b03-2553-4a7f-8c41-46d0c49eacbd | 0 | None
8456 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 11412285 | None
2347 | 183e1685-33db-43f0-ad14-366c9767bc8e | 2970013 | None
725 | 42c0f2da-be8f-40a2-aaaf-2ca7709b9440 | 6426652 | None
4341 | 2b3c6417-6a60-48cf-a8dc-405223a755b7 | 16373591 | https://youtube.com/@levraigabin
9126 | 15cf50ff-b213-4b0e-9701-d1f90f1bfd72 | 11412285 | None
1112 | f2bab99f-e67f-474a-918e-e4c109b4917e | 0 | https://youtube.com/@Chardi
2265 | e5206284-3e9e-4a63-bc40-7d990ebbb0a0 | 11412285 | https://www.acmilan.com/en
589 | 6fd2d5d6-a340-402d-a80e-da9529e68846 | 0 | https://twitch.tv/la_squad_1080p
2364 | e5206284-3e9e-4a63-bc40-7d990ebbb0a0 | 11412285 | https://www.acmilan.com/en
2466 | 48bd1d2a-915c-40fa-a9f4-97cf1980f9cd | 6426652 | https://https://doctilia-doctor-demo.vercel.app/dashboard
2464 | 48bd1d2a-915c-40fa-a9f4-97cf1980f9cd | 6426652 | https://https://doctilia-doctor-demo.vercel.app/dashboard
2664 | 48bd1d2a-915c-40fa-a9f4-97cf1980f9cd | 6426652 | https://https://doctilia-doctor-demo.vercel.app/dashboard
9210 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
5108 | 9c36bc7a-9a4c-4e50-ad85-63d3cdd9c52e | 16034363 | None
7209 | b67d5f3b-e601-4eb0-b6ca-d6bc16551f62 | 11412285 | None
3886 | 037010b4-6782-4636-9669-7ec46d1e709a | 2970013 | None
99 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
4910 | 3e9be765-2880-4aca-b721-e0b7b28ccce3 | 6426652 | None
2747 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 11412285 | None
2363 | a591065e-1159-4121-96b9-f6ab75e97331 | 11412285 | None
3969 | 82cc2c5d-50cd-443d-ac6d-7ffba8df6b8b | 4472506 | https://CYRILLE
9212 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
7251 | a94b5b03-2553-4a7f-8c41-46d0c49eacbd | 0 | None
1545 | 19342523-65aa-45b7-a94c-bcc534040a26 | 11412285 | None
5272 | 4c37a63b-6e56-4414-9009-ea783bfdf40f | 15356967 | None
6123 | 16ed5528-5830-4c06-867f-04da3f9dc8db | 15356967 | None
2370 | aa14dc2d-70db-4c52-934a-4af6170d385a | 6426652 | None
3887 | 037010b4-6782-4636-9669-7ec46d1e709a | 2970013 | None
2427 | f909d43a-d98b-4050-bbe0-793c8435433e | 16034363 | None
6607 | 5576b3ac-7b22-4992-8d85-bb9b56f812cf | 11412285 | None
5371 | 4c37a63b-6e56-4414-9009-ea783bfdf40f | 15356967 | None
1162 | ed4793e5-6d15-49c9-b547-ed8b7d8d6b4c | 10966202 | None
9305 | f2ddad3b-a1e6-4523-a1f5-250e2377678d | 0 | None
2281 | 3f93b175-db63-4fec-a5ec-7d0bf5a600b1 | 8250866 | None
6441 | a1d95af0-82c9-45dd-860c-6bf64dcb093c | 11412285 | None
7028 | 014054d2-f0cd-4607-a399-15bcddb287c3 | 2970013 | None
942 | 3607536d-adbf-4e86-a5a6-d4b889f29489 | 0 | None
2647 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 11412285 | None
3704 | a4e38e87-1977-40fd-aabc-7f91ab331d7f | 4759660 | None
9886 | 8f249968-a996-44a1-a7b8-c9fa98f683a8 | 0 | None
5675 | 28d996e7-a24c-4158-b6c7-2cd82500cb72 | 15356967 | None
4272 | c71b1c86-e6ae-4228-96b9-66eaec699259 | 11412285 | None
2 | 8165ac07-96d7-4f10-af0e-a7be1cb77b26 | 2970013 | None
5280 | 0018f894-412f-4866-88ba-7a4cbd6d7863 | 0 | None
3094 | 337eed37-103a-4ec8-b089-97ee0bc576ea | 7744408 | None
2422 | fe10a3e6-d388-4a29-b8b5-457c056bbdba | 6426652 | None
298 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
5781 | 96e3692d-4993-434c-802d-a0af12193956 | 0 | https://www.google.com/search?q=rick+roll&rlz=1C1CHBF_frFR923FR923&oq=rick+roll&gs_lcrp=EgZjaHJvbWUqDggAEEUYJxg7GIAEGIoFMg4IABBFGCcYOxiABBiKBTISCAEQABgUGIMBGIcCGLEDGIAEMgcIAhAAGIAEMgcIAxAAGIAEMgcIBBAAGIAEMgcIBRAuGIAEMgcIBhAAGIAEMgcIBxAAGIAEMgcICBAAGIAEMgcI
5580 | 99a186d2-f9ef-43fb-ada3-1c4bf8183abc | 5148899 | https://youtu.be/dQw4w9WgXcQ?si=fu-4bAKGA2IsDQcF
6463 | 41955d07-8a37-47ef-b7ba-0f5fbac5ff4e | 11412285 | None
6300 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 2970013 | None
7135 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 2970013 | None
1797 | 53107ff6-a98e-47f0-87e9-859efb1be47d | 15356967 | None
8159 | affe5830-eab1-442a-93ff-ba7889e8148c | 16034363 | https://legeriergeek.fr
7243 | f2ddad3b-a1e6-4523-a1f5-250e2377678d | 5148899 | None
3968 | 82cc2c5d-50cd-443d-ac6d-7ffba8df6b8b | 4472506 | https://CYRILLE
3394 | b33418e9-3949-4f81-93f6-fcc98a3a33c9 | 11412285 | https://www.youtube.com/@FuzeIII
8299 | 5f3ce075-3ebb-4915-aa00-56c1542739e9 | 6015423 | None
6799 | a229c64a-50af-46f2-b8d0-eff9ab3de66d | 9080208 | https://www.youtube.com/watch?v=zN0V74rWC0Q
1007 | a1d95af0-82c9-45dd-860c-6bf64dcb093c | 11412285 | None
8749 | 5018c38c-2a1f-4807-b348-153cde26485f | 16034363 | None
197 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
1201 | 4fa03306-9c94-4c41-88d9-d893a475e4fd | 2970013 | https://nansmorel.000webhostapp.com
743 | fe3533b0-4809-4db9-a8c1-a7b2c2eca13e | 0 | None
8459 | f44b28ee-bafd-4890-aef3-3efd5092f776 | 2970013 | https://www.youtube.com/@bibi_24__
1008 | a1d95af0-82c9-45dd-860c-6bf64dcb093c | 11412285 | None
3640 | 2b3c6417-6a60-48cf-a8dc-405223a755b7 | 15356967 | None
397 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
1100 | 79300109-21bc-40be-9e8a-5439330dca8d | 2970013 | https://discord.gg/Q9xXyRZ3Da
9300 | 5ba9458c-340a-469a-9190-c4f1c1fd2874 | 6710005 | None
9917 | 8c8153fa-3203-414d-986d-aa941906271f | 15355264 | None
1203 | f5336661-7667-4909-92cb-8986a9d475f9 | 2970013 | None
9668 | 728cb8e9-b5d3-4bec-a12d-bfc946331555 | 15356967 | None
452 | 28237605-edca-4b50-ac47-9e6d728faf02 | 11412285 | None
2521 | 178e9ba6-60e9-4111-813a-4a54926acaa7 | 11412285 | None
1081 | 53107ff6-a98e-47f0-87e9-859efb1be47d | 6426652 | None
1107 | a1d95af0-82c9-45dd-860c-6bf64dcb093c | 11412285 | None
9569 | 728cb8e9-b5d3-4bec-a12d-bfc946331555 | 16777215 | None
1544 | fe44aa0b-5020-4351-8fe5-e5c28cdef371 | 0 | None
953 | f44b28ee-bafd-4890-aef3-3efd5092f776 | 2970013 | None
9209 | fab11141-031b-48c2-b57a-3b16b0b4bf4c | 16373591 | None
4491 | beb368e8-6dc0-4ecf-ba74-21dce4972540 | 4472506 | None
6177 | 0dd73aa4-3f90-4545-8ce7-362d3c04b635 | 4472506 | None
595 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
796 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
7490 | 6e69e983-befc-4fc0-9e4f-cb0991a6375f | 15769003 | None
4183 | 63de1c82-1850-468e-9603-048e5628876f | 6426652 | None
5027 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 4562088 | None
1 | c0e93886-a4f2-4038-8d2e-6c7ae862b9d2 | 2970013 | https://www.youtube.com/watch?v=BKLMtrTmKTA
1207 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 11412285 | None
3635 | 1a13f052-7de8-48d1-b39d-ee4c9d99a07a | 4759660 | None
496 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
6477 | 0dd73aa4-3f90-4545-8ce7-362d3c04b635 | 5148899 | None
5287 | f3e9202f-0cb1-4580-a0eb-774bc3ca893e | 6426652 | None
5216 | 15d0ced6-402d-4595-a8eb-e7f991382b25 | 0 | None
8700 | 1976b99b-9152-4304-8f86-25a7d08f3fe5 | 2970013 | https://www.youtube.com/watch?v=Y084RekQRtg
5032 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 11412285 | https://www.youtube.com/watch?v=zN0V74rWC0Q
1918 | 4dc93777-dc93-4d31-8ad8-6713c558f87f | 0 | https://fuzeshop.fr
2002 | 3167d538-a6f3-41e7-a013-51b4ecb8e674 | 0 | None
1014 | f2bab99f-e67f-474a-918e-e4c109b4917e | 9080208 | None
5831 | 2ada99b6-1432-40d5-b272-2ce74f70b33f | 11412285 | None
1661 | c734e1f3-0856-428c-86de-b8a808306c8a | 11412285 | None
1267 | ed4793e5-6d15-49c9-b547-ed8b7d8d6b4c | 10966202 | None
94 | e8510f0b-a5b6-44b7-8ca4-e9274980f849 | 0 | None
7240 | 729a862b-5f06-4b03-93da-8ae64d5b1621 | 11412285 | None
8060 | affe5830-eab1-442a-93ff-ba7889e8148c | 16034363 | https://legeriergeek.fr
7090 | 6e69e983-befc-4fc0-9e4f-cb0991a6375f | 13316732 | None
3596 | b33418e9-3949-4f81-93f6-fcc98a3a33c9 | 11412285 | https://www.youtube.com/@FuzeIII
5867 | 2ada99b6-1432-40d5-b272-2ce74f70b33f | 11412285 | None
293 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
4534 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 6426652 | None
907 | cef9b308-5333-4f6f-88d3-4b237fa41ad4 | 16034363 | https://https://www.youtube.com/watch?v=zN0V74rWC0Q
5762 | b5379cef-d5c9-471d-aa09-a387921b4e08 | 8250866 | None
192 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
3127 | a73ca899-a39a-4154-b95c-289be678fd3f | 16373591 | None
1366 | ed4793e5-6d15-49c9-b547-ed8b7d8d6b4c | 10966202 | None
639 | e9f7a619-e2db-4e17-8187-0e160b8966e2 | 16643775 | None
1109 | aebccf24-cdc9-4c53-94fd-e46ac2057637 | 11412285 | None
9972 | 28d996e7-a24c-4158-b6c7-2cd82500cb72 | 13316732 | https://bento.me/carrias
4433 | 7e87f1c9-47a1-4e65-8ad0-f90f54c20ec4 | 6426652 | None
2282 | 3f93b175-db63-4fec-a5ec-7d0bf5a600b1 | 8250866 | None
697 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
8937 | da6ceed8-bbe7-422e-87f6-bb7729eb85ea | 15356967 | None
5736 | 1fbc19f3-b38e-448c-a673-b67af67899d5 | 10966202 | https://www.youtube.com/@AywenVideos
7042 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 11412285 | None
5493 | 014054d2-f0cd-4607-a399-15bcddb287c3 | 0 | https://oneshot.fandom.com/wiki/OneShot
7045 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 11412285 | None
1929 | 0018f894-412f-4866-88ba-7a4cbd6d7863 | 16034363 | None
3197 | b33418e9-3949-4f81-93f6-fcc98a3a33c9 | 11412285 | https://www.youtube.com/@FuzeIII
7402 | 68da9b3a-6846-40db-ba66-5eb880f0ad84 | 7744408 | https://www.youtube.com/watch?v=vzlgrmieUAs
1349 | 3607536d-adbf-4e86-a5a6-d4b889f29489 | 7744408 | None
6635 | e486c897-8e12-4f84-a927-6d28c4dafe44 | 16034363 | None
7465 | 473053c9-0997-4c59-bb9c-e146fa17cfa8 | 11412285 | https://www.youtube.com/@farmer19
1421 | d1d6abc0-418b-476b-a070-2a256662ab6f | 11412285 | None
7431 | 8c8153fa-3203-414d-986d-aa941906271f | 16034363 | https://www.twitch.tv/lepaniini
3300 | 1976b99b-9152-4304-8f86-25a7d08f3fe5 | 2970013 | https://www.youtube.com/watch?v=Y084RekQRtg
3500 | 1976b99b-9152-4304-8f86-25a7d08f3fe5 | 2970013 | https://www.youtube.com/watch?v=Y084RekQRtg
7462 | 473053c9-0997-4c59-bb9c-e146fa17cfa8 | 11412285 | https://www.youtube.com/@farmer19
8993 | 8a57cbfa-0543-45bd-9a85-fc66f1070e99 | 10966202 | None
6505 | 5576b3ac-7b22-4992-8d85-bb9b56f812cf | 4472506 | None
2254 | 23eab1e1-448a-4949-9f3e-b8b4dc325c3b | 0 | None
8357 | 6e3e1cb7-beda-49c3-bce4-121e5d23f59c | 11412285 | None
4908 | 3e9be765-2880-4aca-b721-e0b7b28ccce3 | 6426652 | None
8165 | 4c6fc9c4-f6cd-423b-89a1-67cc1f9ced75 | 16373591 | https://www.youtube.com/channel/UCvS-z_ZKaMGkrrXDYF7Nk6g/?sub_confirmation=1
4112 | 47f6aabc-2353-485e-a5ef-399a58366fd4 | 11412285 | None
5671 | daf24816-8826-40e9-8ef5-ef27b3c32b4d | 6015104 | None
5236 | c0ca360f-b2b8-494a-bdf9-124ba63817ce | 4472506 | None
6842 | 6e9ddaa1-4782-4ec6-ae25-8e68b0487120 | 0 | None
2449 | 183e1685-33db-43f0-ad14-366c9767bc8e | 11412285 | None
728 | 42c0f2da-be8f-40a2-aaaf-2ca7709b9440 | 6426652 | None
8536 | 059846c0-e460-4a46-8868-fa6bcd580960 | 0 | None
199 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
9191 | c392b9cb-5307-4a89-a20d-05b5098f5082 | 4759660 | None
1698 | 53107ff6-a98e-47f0-87e9-859efb1be47d | 11412285 | None
5446 | d02bf3ff-696c-4e3d-ae0c-7b1a32592c38 | 2970013 | None
2906 | 67f031ea-768c-4a38-9aa8-a8097fb59d93 | 0 | None
9193 | c392b9cb-5307-4a89-a20d-05b5098f5082 | 6015423 | None
1192 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
2625 | 680e80b2-98f3-492b-a21c-fb06a464e4a2 | 15356967 | None
5546 | d02bf3ff-696c-4e3d-ae0c-7b1a32592c38 | 2970013 | None
8259 | f44b28ee-bafd-4890-aef3-3efd5092f776 | 16373591 | None
9795 | 98e76631-6f9b-42a7-9584-6164b09641bf | 6426652 | None
4010 | e2c18f5e-4462-407f-ba17-5f8e7ae2f52d | 2970013 | None
6305 | 5576b3ac-7b22-4992-8d85-bb9b56f812cf | 2970013 | None
8039 | c3772de7-7f5e-4f58-a0bf-cc2141497274 | 15356967 | None
2323 | 2af647d1-47c2-4f46-8e14-acd33760e597 | 16373591 | None
5878 | c4201ae0-2952-44cb-971c-ee05016c343f | 15356967 | None
666 | 47f6aabc-2353-485e-a5ef-399a58366fd4 | 6426652 | None
2645 | a89ceaae-9531-4bb3-86e7-6ed2b98c4bbf | 5148899 | None
4086 | 037010b4-6782-4636-9669-7ec46d1e709a | 2970013 | None
6259 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 15356967 | None
7130 | 014054d2-f0cd-4607-a399-15bcddb287c3 | 2970013 | None
3008 | 67f031ea-768c-4a38-9aa8-a8097fb59d93 | 0 | None
3678 | cd5d3c94-7252-4210-a3ba-47efae9ebeb4 | 5148899 | None
7170 | 3c555038-08d1-4a44-8e5a-6e5f3ffbb093 | 4759660 | None
7255 | 31a9cc39-3085-4f4d-bd18-df57ad119345 | 6426652 | None
2727 | 8ac7d84a-2816-4ebb-99b7-a61a14380f5e | 16373591 | None
1002 | 015db7fe-61c0-4f3c-9684-3cb8b1541c74 | 4472506 | None
8573 | d4741dab-65f7-41e7-85aa-8a48205d793c | 2970013 | None
8160 | f44b28ee-bafd-4890-aef3-3efd5092f776 | 16373591 | https://www.youtube.com/@bibi_24__
7035 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 2970013 | None
2621 | 178e9ba6-60e9-4111-813a-4a54926acaa7 | 15356967 | None
6481 | fbca5def-ba0b-4703-9996-231c724c83df | 16034363 | None
1896 | 53107ff6-a98e-47f0-87e9-859efb1be47d | 16034363 | None
1161 | ed4793e5-6d15-49c9-b547-ed8b7d8d6b4c | 10966202 | None
7818 | 1055fcb4-588d-4623-9cc1-5133f9219b06 | 0 | None
5132 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 4562088 | https://www.youtube.com/watch?v=zN0V74rWC0Q
6935 | 4dc73510-daba-4a0d-ab74-863b7a1109a4 | 2970013 | None
6898 | a229c64a-50af-46f2-b8d0-eff9ab3de66d | 9080208 | https://www.youtube.com/watch?v=zN0V74rWC0Q
4983 | 8e6e2a34-eb56-4a77-83e6-c15ec1daff85 | 0 | None
1108 | a1d95af0-82c9-45dd-860c-6bf64dcb093c | 11412285 | None
4 | 74ee84fc-c478-47e6-9777-bd3138c6b4de | 2970013 | https://puginarug.com
1303 | f5336661-7667-4909-92cb-8986a9d475f9 | 2970013 | None
4595 | beb368e8-6dc0-4ecf-ba74-21dce4972540 | 4472506 | None
7438 | 729a862b-5f06-4b03-93da-8ae64d5b1621 | 11412285 | None
5030 | aace0016-df0b-40da-9aa7-f58a9e90c0e4 | 4562088 | https://www.youtube.com/watch?v=zN0V74rWC0Q
6444 | d8a603a0-b44c-49f6-8987-7bc806e1668c | 15356967 | None
2725 | a73ca899-a39a-4154-b95c-289be678fd3f | 16373591 | None
7389 | 6e69e983-befc-4fc0-9e4f-cb0991a6375f | 15769003 | None
1725 | f59227bf-7b4b-41e7-948a-d3d1c9ead45b | 16034363 | https://scratch.mit.edu/users/valmontechno/
7721 | 1055fcb4-588d-4623-9cc1-5133f9219b06 | 0 | None
2826 | a73ca899-a39a-4154-b95c-289be678fd3f | 16373591 | None
8104 | e4e9ebb2-2ada-403d-9755-115a8a4c7423 | 4759660 | None
895 | 6f1df3d8-5107-4971-83fb-5349c30bc6a6 | 0 | None
3433 | 1a13f052-7de8-48d1-b39d-ee4c9d99a07a | 4472506 | None
309 | aebccf24-cdc9-4c53-94fd-e46ac2057637 | 11412285 | None
2815 | c2474061-e03e-4750-9efe-ef2b574a0bb1 | 0 | None
